artist,duration_ms,explicit,year,popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,Dance/Electronic,Folk/Acoustic,R&B,World/Traditional,blues,classical,country,easy listening,hip hop,jazz,latin,metal,pop,rock
Mac Miller,165908,True,2011,61,0.636,0.901,1,-7.094,0,0.118,0.119,0.0,0.391,0.836,162.994,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Calvin Harris,222186,False,2012,62,0.779,0.963,2,-2.125,0,0.0399,0.0334,0.493,0.664,0.759,127.941,1,0,0,0,0,0,0,0,1,0,0,0,1,0
David Guetta,208133,False,2012,70,0.608,0.614,2,-3.727,1,0.0285,0.227,4.06e-06,0.157,0.402,127.884,1,0,0,0,0,0,0,0,1,0,0,0,1,0
Foster The People,239600,False,2011,82,0.733,0.71,5,-5.849,0,0.0292,0.145,0.115,0.0956,0.965,127.975,0,0,0,0,0,0,0,0,0,0,0,0,1,1
Drake,235986,True,2011,74,0.636,0.566,6,-7.16,0,0.106,0.365,0.000353,0.0917,0.425,151.894,0,0,1,0,0,0,0,0,1,0,0,0,1,0
Jessie J,223053,False,2011,73,0.636,0.831,5,-3.945,1,0.182,0.0294,3.85e-06,0.272,0.668,175.015,0,0,0,0,0,0,0,0,1,0,0,0,1,0
Jason Aldean,229413,False,2010,53,0.678,0.739,2,-5.068,1,0.0352,0.32,2.36e-06,0.116,0.658,127.037,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Wiz Khalifa,227773,True,2011,63,0.523,0.805,3,-5.473,1,0.192,0.0524,0.0,0.0914,0.602,125.358,0,0,0,0,0,0,0,0,1,0,0,0,1,0
OneRepublic,253306,True,2009,72,0.634,0.69,6,-7.804,1,0.052,0.0771,0.0,0.132,0.645,94.988,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Bad Meets Evil,303813,True,2011,68,0.676,0.695,0,-8.327,1,0.245,0.352,0.0,0.119,0.144,90.268,0,0,0,0,0,0,0,0,1,0,0,0,1,0
Bruno Mars,189109,False,2010,75,0.794,0.711,8,-5.124,0,0.0699,0.3,0.0,0.0955,0.955,174.915,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Lupe Fiasco,239613,True,2011,70,0.591,0.889,7,-3.839,1,0.115,0.0189,0.0,0.155,0.65,143.067,0,0,0,0,0,0,0,0,1,0,0,0,1,0
James Morrison,229303,False,2011,64,0.537,0.611,0,-6.427,1,0.0304,0.229,0.0,0.146,0.161,105.955,0,0,1,0,0,0,0,0,0,0,0,0,1,0
Jason Derulo,192200,False,2011,70,0.668,0.718,1,-4.736,0,0.0605,0.0165,0.0,0.104,0.345,91.993,0,0,0,0,0,0,0,0,1,0,0,0,1,0
Adele,285240,False,2011,4,0.554,0.321,9,-8.251,1,0.028,0.893,0.0,0.0996,0.288,135.047,0,0,1,0,0,0,0,0,0,0,0,0,1,0
Red Hot Chili Peppers,282400,False,2011,65,0.683,0.734,4,-4.523,0,0.029,0.00112,0.0139,0.258,0.576,106.254,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Keri Hilson,243920,False,2010,67,0.666,0.87,11,-5.004,0,0.246,0.203,0.0,0.0851,0.9,160.014,0,0,1,0,0,0,0,0,0,0,0,0,1,0
P!nk,213413,True,2010,60,0.563,0.671,7,-4.788,1,0.0373,0.0422,0.0,0.36,0.45,91.964,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Blake Shelton,210720,False,2011,50,0.481,0.849,4,-5.131,1,0.0385,0.00167,1.49e-06,0.121,0.723,205.57,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Lady Gaga,320546,False,2011,67,0.583,0.768,9,-6.477,1,0.041,0.000323,0.0162,0.109,0.357,127.952,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Lady A,218840,False,2011,63,0.593,0.639,1,-5.826,1,0.0307,0.446,0.0,0.0998,0.332,142.881,0,0,0,0,0,0,1,0,0,0,0,0,1,0
Hot Chelle Rae,200466,False,2011,73,0.686,0.783,4,-4.977,1,0.119,0.0764,0.0,0.163,0.814,99.978,0,0,0,0,0,0,0,0,1,0,0,0,1,1
Grouplove,218013,False,2011,79,0.56,0.936,3,-5.835,1,0.0439,0.00847,0.0,0.161,0.371,112.96,0,1,0,0,0,0,0,0,0,0,0,0,1,1
Coldplay,240796,False,2011,69,0.425,0.732,9,-6.883,1,0.0396,0.00194,0.0103,0.171,0.333,117.98,0,0,0,0,0,0,0,0,0,0,0,0,1,1
Beyoncé,253746,False,2011,69,0.545,0.649,6,-4.062,1,0.0324,0.143,1.57e-05,0.0894,0.297,99.099,0,0,1,0,0,0,0,0,0,0,0,0,1,0
P!nk,202960,True,2010,76,0.7,0.709,7,-5.006,1,0.0838,0.0048,0.0,0.029,0.624,122.019,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Christina Perri,246587,False,2011,72,0.349,0.348,3,-6.142,1,0.0316,0.726,0.0,0.12,0.0886,74.541,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Bruno Mars,230192,False,2010,75,0.621,0.82,10,-4.865,1,0.0367,0.332,0.0,0.104,0.452,144.905,0,0,0,0,0,0,0,0,0,0,0,0,1,0
The Band Perry,222773,False,2010,64,0.606,0.497,4,-6.611,1,0.0277,0.348,0.0,0.275,0.362,130.739,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Lil Wayne,240306,False,2011,0,0.644,0.661,11,-6.093,1,0.0418,0.000177,5.23e-06,0.108,0.272,153.992,0,0,0,0,0,0,0,0,1,0,0,0,1,0
Charlene Soraia,197577,False,2011,60,0.597,0.115,9,-9.217,1,0.0334,0.82,0.000215,0.111,0.128,111.202,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Christina Perri,285120,False,2011,70,0.421,0.407,10,-7.445,1,0.0267,0.309,0.000961,0.11,0.161,139.028,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Rihanna,215226,False,2011,75,0.735,0.766,1,-4.485,1,0.0383,0.025,0.00138,0.108,0.6,127.985,0,0,1,0,0,0,0,0,1,0,0,0,1,0
Carly Rae Jepsen,193400,False,2012,78,0.783,0.58,7,-6.548,1,0.0408,0.0114,2.28e-06,0.108,0.66,120.021,1,0,0,0,0,0,0,0,0,0,0,0,1,0
fun.,250626,False,2012,76,0.378,0.638,10,-5.576,1,0.075,0.02,7.66e-05,0.0849,0.735,184.086,0,0,0,0,0,0,0,0,0,0,0,0,1,1
Sean Paul,227786,False,2012,70,0.718,0.776,7,-5.208,0,0.0693,0.000624,5.3e-06,0.207,0.622,120.015,0,0,0,0,0,0,0,0,1,0,0,0,1,0
Pitbull,227280,False,2011,74,0.67,0.855,0,-3.035,0,0.0499,0.0124,0.0,0.335,0.648,120.05,0,0,0,0,0,0,0,0,1,0,1,0,1,0
DEV,226226,False,2012,52,0.736,0.824,8,-4.231,1,0.0672,0.00358,0.000921,0.329,0.443,124.954,1,0,0,0,0,0,0,0,0,0,0,0,1,0
Adele,286480,False,2012,74,0.346,0.552,0,-6.864,0,0.0282,0.417,0.0,0.114,0.0789,75.881,0,0,1,0,0,0,0,0,0,0,0,0,1,0
David Guetta,199680,False,2012,65,0.704,0.793,8,-2.266,1,0.0591,0.0488,0.0,0.575,0.412,127.96,1,0,0,0,0,0,0,0,1,0,0,0,1,0
Rihanna,242680,False,2011,71,0.719,0.847,0,-6.34,0,0.0916,0.00201,0.0204,0.223,0.444,127.963,0,0,1,0,0,0,0,0,1,0,0,0,1,0
JAY-Z,219333,True,2011,82,0.789,0.858,1,-5.542,1,0.311,0.127,0.0,0.349,0.775,140.022,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Maroon 5,219546,False,2012,74,0.716,0.821,5,-3.435,0,0.0314,0.0558,0.0,0.0844,0.618,92.997,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Skrillex,215253,True,2011,70,0.716,0.972,7,-2.302,1,0.196,0.0145,3.22e-05,0.317,0.576,110.026,1,0,0,0,0,0,0,0,1,0,0,0,1,0
The Wanted,198800,False,2012,69,0.637,0.732,7,-6.209,0,0.0965,0.244,0.0,0.498,0.68,128.108,1,0,0,0,0,0,0,0,0,0,0,0,1,0
Flo Rida,224653,False,2012,77,0.747,0.937,0,-5.746,1,0.0453,0.0208,0.0,0.29,0.739,103.976,0,0,0,0,0,0,0,0,1,0,0,0,1,0
will.i.am,279026,False,2013,62,0.535,0.796,0,-3.446,0,0.0445,0.00473,0.0,0.145,0.282,128.954,0,0,0,0,0,0,0,0,1,0,0,0,1,0
David Guetta,222500,False,2012,66,0.492,0.857,7,-2.634,1,0.0655,0.0841,7.82e-06,0.344,0.393,129.973,1,0,0,0,0,0,0,0,1,0,0,0,1,0
Nicki Minaj,205640,True,2012,64,0.728,0.858,9,-3.686,1,0.0609,0.0403,4.09e-06,0.0241,0.591,125.055,0,0,0,0,0,0,0,0,1,0,0,0,1,0
Kendrick Lamar,313786,True,2012,63,0.716,0.485,1,-7.745,1,0.404,0.123,2.69e-05,0.604,0.26,74.132,0,0,0,0,0,0,0,0,1,0,0,0,0,0
MARINA,221075,False,2012,78,0.66,0.689,4,-2.671,0,0.0337,0.0884,0.0,0.0922,0.427,127.98,1,0,0,0,0,0,0,0,0,0,0,0,1,0
Kanye West,329320,True,2012,73,0.563,0.496,6,-9.381,0,0.406,0.0685,5.8e-05,0.173,0.426,139.993,0,0,0,0,0,0,0,0,1,0,0,0,0,0
DJ Fresh,182333,False,2012,58,0.524,0.972,4,-1.569,0,0.0431,0.00656,0.00058,0.224,0.476,175.017,1,0,0,0,0,0,0,0,0,0,0,0,1,0
LMFAO,199480,False,2011,67,0.707,0.861,7,-4.225,1,0.316,0.1,0.0,0.191,0.795,130.021,1,0,0,0,0,0,0,0,1,0,0,0,1,0
PSY,219493,False,2012,72,0.727,0.937,11,-2.871,0,0.286,0.00417,0.0,0.091,0.749,132.067,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Kesha,211920,False,2012,78,0.711,0.7,1,-4.805,0,0.046,0.00498,0.000125,0.215,0.801,128.001,1,0,0,0,0,0,0,0,0,0,0,0,1,0
Usher,234693,False,2012,66,0.616,0.862,7,-5.18,0,0.0973,0.00117,0.0,0.179,0.569,127.992,0,0,1,0,0,0,0,0,1,0,0,0,1,0
Olly Murs,185586,False,2012,0,0.762,0.863,0,-3.689,0,0.0565,0.015,0.0,0.125,0.965,106.008,1,0,0,0,0,0,0,0,0,0,0,0,1,0
Linkin Park,230253,False,2012,73,0.585,0.972,9,-4.45,0,0.0534,0.0143,0.0,0.0707,0.585,110.006,0,0,0,0,0,0,0,0,0,0,0,1,0,1
Bruno Mars,233478,False,2012,85,0.726,0.698,5,-4.165,1,0.0431,0.049,0.0,0.309,0.867,143.994,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Avicii,199906,False,2011,77,0.584,0.889,1,-5.941,0,0.0343,0.0462,0.828,0.309,0.464,126.04,1,0,0,0,0,0,0,0,0,0,0,0,1,0
Flo Rida,248133,False,2012,76,0.706,0.89,1,-4.444,0,0.0688,0.0588,0.00286,0.306,0.684,128.011,0,0,0,0,0,0,0,0,1,0,0,0,1,0
Rihanna,225146,False,2012,75,0.564,0.71,11,-4.92,0,0.0461,0.00125,0.0,0.109,0.393,91.972,0,0,1,0,0,0,0,0,1,0,0,0,1,0
Wiz Khalifa,219026,True,2012,62,0.787,0.666,11,-4.475,1,0.0485,0.0409,1.91e-05,0.296,0.485,140.008,0,0,0,0,0,0,0,0,1,0,0,0,1,0
Katy Perry,216160,False,2012,73,0.678,0.918,5,-4.63,1,0.0355,0.000417,0.0,0.0744,0.769,130.028,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Nicki Minaj,210626,True,2012,75,0.747,0.716,11,-2.457,0,0.075,0.135,0.0,0.251,0.751,125.008,0,0,0,0,0,0,0,0,1,0,0,0,1,0
Kendrick Lamar,350120,True,2012,67,0.487,0.729,2,-6.815,1,0.271,0.0538,4.07e-06,0.44,0.217,91.048,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Asaf Avidan & the Mojos,212360,False,2012,0,0.821,0.676,3,-6.366,0,0.0547,0.187,0.0001,0.0927,0.559,119.012,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Florence + The Machine,218190,False,2011,68,0.578,0.946,11,-3.85,0,0.0482,0.00225,0.00412,0.0966,0.588,126.092,1,0,0,0,0,0,0,0,0,0,0,0,1,1
Azealia Banks,204956,True,2014,0,0.847,0.769,11,-5.761,0,0.258,0.0145,0.00012,0.0767,0.626,126.017,0,0,1,0,0,0,0,0,1,0,0,0,1,0
Maroon 5,231173,True,2012,82,0.743,0.752,4,-4.813,1,0.0414,0.0188,0.0,0.287,0.545,110.015,0,0,0,0,0,0,0,0,0,0,0,0,1,0
James Arthur,209440,False,2013,75,0.376,0.695,0,-4.782,0,0.0933,0.135,0.0,0.11,0.302,169.533,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Michel Teló,166866,False,2012,0,0.676,0.935,11,-4.55,1,0.0692,0.357,0.0,0.853,0.85,96.055,0,0,0,0,0,0,1,0,0,0,1,0,0,0
Otto Knows,192866,False,2012,0,0.582,0.894,8,-6.298,1,0.041,0.0022,0.0223,0.0664,0.0694,125.946,1,0,0,0,0,0,0,0,0,0,0,0,1,0
Icona Pop,156773,True,2012,51,0.71,0.901,1,-2.686,1,0.0296,0.00828,1.34e-05,0.172,0.86,125.953,1,0,0,0,0,0,0,0,0,0,0,0,1,0
Tyga,203200,True,2012,61,0.929,0.339,1,-10.881,1,0.371,0.0373,1.96e-05,0.187,0.273,98.986,0,0,0,0,0,0,0,0,1,0,0,0,1,0
Calvin Harris,206413,False,2012,79,0.707,0.924,7,-2.842,1,0.031,0.000972,0.00703,0.204,0.919,127.937,1,0,0,0,0,0,0,0,1,0,0,0,1,0
Jennifer Lopez,237266,False,2012,0,0.797,0.867,11,-5.242,0,0.0696,0.0158,2.79e-06,0.0868,0.716,127.974,0,0,1,0,0,0,0,0,1,0,0,0,1,0
Grimes,251266,False,2012,0,0.697,0.529,2,-8.838,1,0.0338,0.115,0.901,0.0895,0.486,155.974,1,0,0,0,0,0,0,0,0,0,0,0,1,1
Adele,223266,False,2011,0,0.612,0.748,0,-5.014,1,0.0445,0.617,0.0,0.167,0.574,120.052,0,0,1,0,0,0,0,0,0,0,0,0,1,0
Coldplay,278719,False,2011,82,0.449,0.585,5,-6.761,1,0.0268,0.0509,8.75e-05,0.0833,0.212,139.631,0,0,0,0,0,0,0,0,0,0,0,0,1,1
Chris Brown,227973,False,2012,64,0.594,0.841,1,-5.792,1,0.102,0.000238,2.22e-06,0.156,0.643,129.925,0,0,1,0,0,0,0,0,1,0,0,0,1,0
Frank Ocean,234093,True,2012,64,0.913,0.603,8,-4.892,1,0.226,0.0272,0.000503,0.167,0.497,123.061,0,0,1,0,0,0,0,0,1,0,0,0,1,0
Calvin Harris,232800,False,2012,66,0.71,0.882,4,-2.932,0,0.0595,0.00777,0.00771,0.294,0.875,128.016,1,0,0,0,0,0,0,0,1,0,0,0,1,0
The Script,202533,False,2012,78,0.421,0.873,10,-4.343,1,0.0564,0.0654,0.0,0.123,0.629,84.786,0,0,0,0,0,0,0,0,0,0,0,0,1,1
Swedish House Mafia,212862,False,2012,76,0.612,0.84,11,-3.145,0,0.0509,0.112,0.0,0.116,0.438,129.042,1,0,0,0,0,0,0,0,0,0,0,0,1,0
MARINA,221493,False,2012,50,0.69,0.897,11,-4.696,0,0.0506,0.0142,0.0,0.108,0.849,140.05,1,0,0,0,0,0,0,0,0,0,0,0,1,0
Justin Bieber,171333,False,2012,63,0.717,0.55,10,-6.019,0,0.0519,0.0358,0.00198,0.126,0.331,96.979,0,0,0,0,0,0,0,0,0,0,0,0,1,0
David Guetta,245040,False,2012,79,0.604,0.787,0,-3.674,0,0.103,0.0679,0.15,0.127,0.301,126.062,1,0,0,0,0,0,0,0,1,0,0,0,1,0
Jessie J,231840,False,2011,74,0.758,0.557,7,-4.568,1,0.034,0.0117,0.0,0.0418,0.781,126.986,0,0,0,0,0,0,0,0,1,0,0,0,1,0
Taylor Swift,219720,False,2012,59,0.622,0.469,3,-6.798,0,0.0363,0.00454,2.25e-06,0.0335,0.679,77.019,0,0,0,0,0,0,0,0,0,0,0,0,1,0
ScHoolboy Q,197131,True,2012,61,0.646,0.784,1,-7.471,0,0.108,0.0166,0.0,0.0721,0.179,127.839,0,0,0,0,0,0,0,0,1,0,0,0,1,0
P!nk,247906,False,2012,76,0.674,0.628,2,-7.079,1,0.03,0.00144,0.0,0.0944,0.552,103.998,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Robbie Williams,201053,False,2012,68,0.715,0.791,10,-6.63,1,0.0414,0.0368,0.0,0.0694,0.879,116.043,0,0,0,0,0,0,0,0,0,0,0,0,1,1
Snoop Dogg,207333,True,2011,77,0.715,0.655,0,-6.425,1,0.137,0.0525,0.0,0.115,0.531,95.078,0,0,0,0,0,0,0,0,1,0,0,0,1,0
Justin Bieber,229466,False,2012,67,0.571,0.873,0,-3.382,0,0.1,0.0811,0.0,0.361,0.613,139.691,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Rita Ora,228026,False,2012,46,0.603,0.831,11,-3.443,0,0.0479,0.027,0.0,0.652,0.358,72.022,1,0,0,0,0,0,0,0,1,0,0,0,1,0
Alex Clare,256613,False,2011,60,0.588,0.694,11,-4.278,0,0.0387,0.00948,0.0,0.113,0.271,126.027,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Tyga,206666,True,2012,58,0.831,0.667,1,-8.438,1,0.188,0.0103,0.0,0.35,0.339,95.073,0,0,0,0,0,0,0,0,1,0,0,0,1,0
Alesso,195480,False,2012,0,0.37,0.823,2,-6.245,1,0.0805,0.00234,1.91e-06,0.174,0.323,128.008,1,0,0,0,0,0,0,0,0,0,0,0,1,0
Guy Sebastian,250080,False,2012,0,0.61,0.863,5,-2.632,0,0.206,0.186,0.0,0.097,0.508,83.993,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Katy Perry,227333,False,2012,72,0.687,0.792,1,-4.023,0,0.0353,0.000802,0.0,0.2,0.864,133.962,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Avicii,211880,False,2012,53,0.605,0.8,5,-6.235,0,0.0545,0.155,0.0562,0.121,0.836,128.074,1,0,0,0,0,0,0,0,0,0,0,0,1,0
Gotye,244884,False,2011,57,0.863,0.527,0,-6.896,1,0.0358,0.607,0.000168,0.107,0.674,129.054,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Flo Rida,232946,False,2012,77,0.608,0.86,5,-5.324,0,0.0554,0.0991,0.0,0.262,0.437,127.075,0,0,0,0,0,0,0,0,1,0,0,0,1,0
One Direction,199986,False,2012,82,0.726,0.787,4,-2.494,1,0.0737,0.009,0.0,0.0596,0.888,124.99,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Lana Del Rey,286253,False,2012,53,0.18,0.636,4,-6.591,0,0.0439,0.209,0.000133,0.217,0.39,75.223,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Kesha,214333,False,2012,0,0.558,0.781,1,-5.448,0,0.0963,0.00657,0.00144,0.102,0.286,126.025,1,0,0,0,0,0,0,0,0,0,0,0,1,0
Owl City,205933,False,2012,77,0.56,0.872,3,-4.269,1,0.14,0.0239,6.98e-06,0.371,0.682,126.05,0,0,0,0,0,0,0,0,0,0,0,0,1,1
Calvin Harris,234360,False,2012,62,0.596,0.952,7,-4.364,1,0.0873,0.00131,0.0,0.598,0.571,127.945,1,0,0,0,0,0,0,0,1,0,0,0,1,0
Emeli Sandé,283706,False,2012,65,0.63,0.44,2,-7.186,1,0.0249,0.822,3.87e-06,0.0926,0.343,98.082,0,0,1,0,0,0,0,0,0,0,0,0,1,0
Ellie Goulding,210853,False,2010,63,0.682,0.795,8,-6.17,0,0.0367,0.0297,0.0391,0.131,0.78,120.008,1,0,0,0,0,0,0,0,0,0,0,0,1,1
Train,195973,False,2012,77,0.765,0.837,1,-3.113,0,0.032,0.00107,1.06e-05,0.0801,0.721,122.028,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Disclosure,255631,False,2013,74,0.503,0.727,1,-5.456,1,0.167,0.0159,9.45e-05,0.0895,0.521,121.985,1,0,0,0,0,0,0,0,0,0,0,0,1,0
Coldplay,239215,False,2011,66,0.42,0.69,9,-6.221,0,0.0347,0.00385,0.015,0.287,0.237,85.014,0,0,0,0,0,0,0,0,0,0,0,0,1,1
One Direction,200186,False,2012,0,0.658,0.837,2,-2.063,1,0.0543,0.0629,0.0,0.0969,0.936,126.015,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Gym Class Heroes,222213,True,2011,61,0.716,0.838,10,-4.289,1,0.0513,0.134,0.0,0.148,0.646,130.034,0,0,0,0,0,0,0,0,1,0,0,0,1,0
Carrie Underwood,240133,False,2012,63,0.531,0.843,9,-2.569,0,0.0429,0.0909,0.0,0.0283,0.392,136.991,0,0,0,0,0,0,1,0,0,0,0,0,1,0
alt-J,227080,False,2012,71,0.616,0.656,5,-7.298,1,0.0344,0.096,0.000879,0.205,0.286,150.071,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Chris Brown,222306,False,2012,62,0.602,0.691,7,-5.197,0,0.051,0.0548,0.0,0.144,0.206,127.967,0,0,1,0,0,0,0,0,1,0,0,0,1,0
Kelly Clarkson,221946,False,2011,74,0.562,0.939,0,-4.282,1,0.0475,0.046,0.0,0.112,0.684,116.044,0,0,1,0,0,0,0,0,0,0,0,0,1,0
Drake,181573,True,2011,74,0.766,0.442,1,-8.558,1,0.356,0.000107,6.12e-05,0.111,0.39,201.8,0,0,1,0,0,0,0,0,1,0,0,0,1,0
Katy Perry,220946,False,2012,65,0.514,0.683,5,-5.099,1,0.0367,0.0749,2.64e-06,0.392,0.575,159.814,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Rita Ora,247026,True,2012,48,0.738,0.922,7,-3.94,1,0.0833,0.0034,0.0,0.0986,0.689,116.024,1,0,0,0,0,0,0,0,1,0,0,0,1,0
Rudimental,245186,False,2013,64,0.389,0.706,1,-6.849,1,0.0593,0.0026,0.000182,0.686,0.238,179.911,1,0,0,0,0,0,0,0,0,0,0,0,1,0
Lana Del Rey,289080,True,2012,66,0.373,0.686,0,-5.52,1,0.034,0.128,1.96e-06,0.383,0.189,93.763,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Ne-Yo,251626,False,2012,69,0.658,0.677,5,-6.628,1,0.0393,0.248,0.0,0.368,0.248,124.91,0,0,1,0,0,0,0,0,0,0,0,0,1,0
Demi Lovato,205346,False,2011,71,0.651,0.695,6,-3.218,1,0.0487,0.23,0.0,0.144,0.569,123.008,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Drake,277386,True,2011,75,0.629,0.515,0,-10.358,0,0.265,0.0267,1.22e-05,0.0888,0.299,121.845,0,0,1,0,0,0,0,0,1,0,0,0,1,0
Little Mix,219733,False,2012,0,0.738,0.875,7,-3.141,1,0.127,0.000673,0.000556,0.285,0.538,114.962,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Bruno Mars,257720,False,2011,74,0.576,0.835,2,-6.826,1,0.0486,0.337,0.0,0.082,0.476,150.017,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Cher Lloyd,214013,False,2011,67,0.696,0.893,9,-2.963,1,0.076,0.0662,0.0,0.473,0.573,97.954,1,0,0,0,0,0,0,0,0,0,0,0,1,0
Lorde,190185,False,2013,77,0.674,0.428,7,-9.504,1,0.122,0.121,0.0,0.132,0.337,84.878,1,0,0,0,0,0,0,0,0,0,0,0,1,0
Robin Thicke,263053,False,2013,55,0.861,0.504,7,-7.707,1,0.0489,0.00412,1.78e-05,0.0783,0.881,120.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
Imagine Dragons,186813,False,2012,77,0.448,0.784,9,-3.686,1,0.0627,0.106,0.000108,0.668,0.236,136.245,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Avicii,247426,False,2013,6,0.532,0.783,2,-5.697,1,0.0523,0.0038,0.0012,0.161,0.643,124.08,1,0,0,0,0,0,0,0,0,0,0,0,1,0
Bruno Mars,233478,False,2012,85,0.726,0.698,5,-4.165,1,0.0431,0.049,0.0,0.309,0.867,143.994,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Macklemore & Ryan Lewis,235613,True,2012,1,0.781,0.526,6,-6.985,0,0.293,0.0619,0.0,0.0457,0.662,94.992,0,0,0,0,0,0,0,0,1,0,0,0,1,0
Daft Punk,248413,False,2013,83,0.794,0.811,6,-8.966,0,0.038,0.0426,1.07e-06,0.101,0.862,116.047,1,0,0,0,0,0,0,0,1,0,0,0,0,0
will.i.am,283400,True,2013,78,0.772,0.685,5,-6.849,1,0.0696,0.019,8.96e-05,0.131,0.501,130.033,0,0,0,0,0,0,0,0,1,0,0,0,1,0
Stromae,232146,False,2013,0,0.733,0.818,10,-7.222,0,0.0859,0.0241,0.0,0.0636,0.253,116.019,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Bingo Players,166933,False,2013,1,0.801,0.985,7,-2.69,1,0.0645,0.0205,6.86e-06,0.296,0.722,127.99,1,0,0,0,0,0,0,0,0,0,0,0,1,0
Naughty Boy,220779,False,2013,58,0.754,0.677,6,-4.399,0,0.0316,0.112,0.0,0.111,0.254,124.988,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Tom Odell,244360,True,2013,88,0.445,0.537,4,-8.532,0,0.04,0.695,1.65e-05,0.0944,0.131,122.769,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2 Chainz,227906,False,2013,69,0.563,0.902,1,-4.586,0,0.402,0.0545,0.0,0.0524,0.559,171.999,0,0,0,0,0,0,0,0,1,0,0,0,1,0
David Guetta,201000,False,2012,69,0.691,0.921,8,-1.702,0,0.0533,0.173,0.0,0.331,0.8,130.072,1,0,0,0,0,0,0,0,1,0,0,0,1,0
Pitbull,229506,False,2012,77,0.673,0.758,7,-3.632,1,0.158,0.039,0.0,0.341,0.542,135.956,0,0,0,0,0,0,0,0,1,0,1,0,1,0
will.i.am,279506,False,2013,68,0.797,0.608,6,-6.096,0,0.0584,0.00112,7.66e-05,0.0748,0.402,127.999,0,0,0,0,0,0,0,0,1,0,0,0,1,0
Lil Wayne,255053,True,2013,68,0.669,0.634,11,-6.476,1,0.0327,0.0125,0.0,0.0946,0.496,124.906,0,0,0,0,0,0,0,0,1,0,0,0,1,0
Macklemore & Ryan Lewis,258342,False,2012,81,0.641,0.922,2,-4.457,1,0.0786,0.0291,0.0,0.0862,0.847,146.078,0,0,0,0,0,0,0,0,1,0,0,0,1,0
Martin Garrix,176117,False,2013,0,0.593,0.914,1,-5.351,1,0.0363,0.00137,0.445,0.0714,0.0381,128.015,1,0,0,0,0,0,0,0,0,0,0,0,1,0
Jason Derulo,177685,True,2013,56,0.76,0.652,6,-7.321,1,0.232,0.0348,0.0,0.307,0.759,100.315,0,0,0,0,0,0,0,0,1,0,0,0,1,0
John Newman,239894,False,2013,74,0.495,0.894,2,-4.814,0,0.0441,0.00453,0.000596,0.103,0.213,126.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Britney Spears,247853,True,2013,0,0.63,0.816,9,-6.535,1,0.15,0.124,0.00111,0.0616,0.85,128.012,0,0,0,0,0,0,0,0,0,0,0,0,1,0
The Neighbourhood,240400,False,2013,89,0.612,0.807,10,-2.81,1,0.0336,0.0495,0.0177,0.101,0.398,124.053,0,0,0,0,0,0,0,0,0,0,0,0,1,1
Sebastian Ingrosso,221272,False,2013,68,0.485,0.724,9,-4.633,0,0.0521,0.0736,0.0,0.0631,0.433,128.045,1,0,0,0,0,0,0,0,0,0,0,0,1,0
